ID,EIGENAAR,TURBINE/PARKNAAM,kW,N.Br.-GE,O.L.-GE
911,de Clerck,4 elementen,660,52.567068,5.572298
2015,Evelop,Afrikahaven,3000,52.426519,4.73977
2016,Evelop,Afrikahaven,3000,52.42406,4.738911
2017,Evelop,Afrikahaven,3000,52.419323,4.738554
2018,Evelop,Afrikahaven,3000,52.416831,4.739311
2019,Evelop,Afrikahaven,3000,52.414361,4.740046
2020,Evelop,Afrikahaven,3000,52.411892,4.740795
2021,Evelop,Afrikahaven,3000,52.408448,4.745824
2022,Evelop,Afrikahaven,3000,52.407811,4.750786
946,WGH-0,Amsterdam-Hemweg,660,52.415219,4.825242
947,WGH-1,Amsterdam-Hemweg,660,52.412583,4.826032
948,WGH-2,Amsterdam-Hemweg,660,52.410328,4.828442
949,WGH-3,Amsterdam-Hemweg,660,52.408659,4.831803
950,WGH-4,Amsterdam-Hemweg,660,52.407085,4.835332
951,WGH-4a,Amsterdam-Hemweg,660,52.405159,4.839636
952,WGH-5,Amsterdam-Hemweg,660,52.40324,4.843928
953,WGH,Amsterdam-Hemweg,660,52.401648,4.847944
938,WGH,Amsterdam-Noordzeeweg,660,52.400295,4.801595
939,WGH,Amsterdam-Noordzeeweg,660,52.39798,4.802588
940,WGH,Amsterdam-Noordzeeweg,660,52.39582,4.803994
941,WGH,Amsterdam-Noordzeeweg,660,52.393781,4.806028
942,WGH,Amsterdam-Noordzeeweg,660,52.391989,4.808696
943,WGH,Amsterdam-Noordzeeweg,660,52.390613,4.811946
944,WGH,Amsterdam-Noordzeeweg,660,52.389688,4.815325
945,WGH,Amsterdam-Noordzeeweg,660,52.389178,4.819466
925,WGH-1,Amsterdam-Sloterdijk,660,52.392431,4.773011
926,WGH-2,Amsterdam-Sloterdijk,660,52.394915,4.774119
927,WGH-3,Amsterdam-Sloterdijk,660,52.397404,4.775226
930,WGH-4,Amsterdam-Sloterdijk,660,52.399891,4.776335
1832,WGH,Amsterdam-Westpoort,3000,52.422737,4.792036
1833,WGH,Amsterdam-Westpoort,3000,52.407538,4.800063
1834,WGH,Amsterdam-Westpoort,3000,52.410768,4.800046
1836,WGH,Amsterdam-Westpoort,3000,52.414276,4.800025
1231,Andijkerwind bv,Andijk,850,52.726444,5.183342
1232,Andijkerwind bv,Andijk,850,52.727222,5.186577
1233,Andijkerwind bv,Andijk,850,52.728391,5.190569
1983,Eneco,Anna-Vosdijkpolder,3000,51.607256,4.053652
1984,Eneco,Anna-Vosdijkpolder,3000,51.608489,4.059096
1985,Eneco,Anna-Vosdijkpolder,3000,51.609672,4.064353
1986,Eneco,Anna-Vosdijkpolder,3000,51.610863,4.069643
1987,Eneco,Anna-Vosdijkpolder,3000,51.612071,4.075012
1163,v.Deursen,Appelvinkweg,850,52.373607,5.484677
1164,Verweel,Appelvinkweg,850,52.369498,5.499403
1247,Steyn,Appelvinkweg,900,52.385727,5.490898
1248,van Vliet,Appelvinkweg,900,52.376671,5.491825
1346,van Vliet,Appelvinkweg,1000,52.371629,5.480184
1352,vd Burg-1,Appelvinkweg,950,52.378501,5.489675
906,AvdMeer,Baardmeesweg,660,52.366206,5.513101
907,DvdMeer,Baardmeesweg,660,52.369374,5.51784
1165,Ventus Ubique,Baardmeesweg,850,52.377712,5.530289
1376,Menkveld,Baardmeesweg,950,52.374411,5.525356
1381,Schouten,Baardmeesweg,950,52.381031,5.535242
1433,Beabuorren,Beabuorren,1300,53.047669,5.488806
1434,Beabuorren,Beabuorren,1300,53.049776,5.491092
1435,Beabuorren,Beabuorren,1300,53.051881,5.493373
1436,Beabuorren,Beabuorren,1300,53.053992,5.495652
1437,Beabuorren,Beabuorren,1300,53.056087,5.497935
1438,Beabuorren,Beabuorren,1300,53.058201,5.500235
2166,Beabuorren,Beabuorren,1300,53.045564,5.486521
2167,Beabuorren,Beabuorren,1300,53.043455,5.484235
1145,Mc-Lean-Grr,Bloesemlaan,850,52.333951,5.429688
1149,Bloesemlaan-Woudenb,Bloesemlaan,850,52.342176,5.448784
1150,Bloesemlaan-v. Schaik,Bloesemlaan,850,52.348118,5.45245
1151,Bloesemlaan-Kampen,Bloesemlaan,850,52.344838,5.454793
1152,Bloesemlaan-Roelofs,Bloesemlaan,850,52.350535,5.458023
1153,Bloesemlaan,Bloesemlaan,850,52.346963,5.462433
1154,Bloesemlaan-4,Bloesemlaan,850,52.349324,5.467956
1155,Bloesemlaan-9,Bloesemlaan,850,52.355375,5.469254
1156,Bloesemlaan,Bloesemlaan,850,52.351701,5.473468
1159,Bloesemlaan-v. Wijk,Bloesemlaan,850,52.353974,5.47876
1243,Bloesemlaan-Timmer,Bloesemlaan,900,52.337794,5.438589
1244,Bloesemlaan-Hoving,Bloesemlaan,900,52.353001,5.463745
1309,v. Ekeren,Bloesemlaan,1000,52.334656,5.419963
1317,Bloesemlaan,Bloesemlaan,1000,52.434083,5.43574
1322,Bloesemlaan,Bloesemlaan,1000,52.343645,5.440841
1323,Wijnstekers-2,Bloesemlaan,1000,52.339078,5.441587
1312,v. Ekeren,Bloesemlaan,1000,52.331367,5.423702
1314,v. Ekeren,Bloesemlaan,1000,52.33266,5.426691
1315,v. Ekeren,Bloesemlaan,1000,52.335239,5.432655
1162,Maanen,Bloesemlaan,850,52.357874,5.484619
2191,WCI,Boekelermeer,2300,52.605194,4.758585
1861,EPZ-3,Borsele,2750,51.437939,3.713587
1862,EPZ-2,Borsele,2750,51.4356,3.717696
236,SBWN,Borssele,160,51.443479,3.695032
238,SBWN,Borssele,160,51.441005,3.699378
240,SBWN,Borssele,160,51.438714,3.70341
242,SBWN,Borssele,160,51.436388,3.707532
1025,Sloewind,Borssele,750,51.444025,3.693922
1026,Sloewind,Borssele,750,51.442852,3.696122
1027,Sloewind,Borssele,750,51.441607,3.698311
1028,Sloewind,Borssele,750,51.440432,3.700383
1029,Sloewind,Borssele,750,51.439283,3.702397
1030,Sloewind,Borssele,750,51.438135,3.704424
1031,Sloewind,Borssele,750,51.436986,3.706437
1032,Sloewind,Borssele,750,51.435776,3.708567
954,Deltan-2,Borssele-Olaz,660,51.445428,3.740257
955,Deltan-3,Borssele-Olaz,660,51.444168,3.740638
956,Zeeuwind,Borssele-Olaz,660,51.440325,3.741435
957,Zeeuwind,Borssele-Olaz,660,51.442299,3.743102
958,Deltan,Borssele-Olaz,660,51.444387,3.744193
1147,Mantingh,Bosruiterweg,850,52.326081,5.432287
1148,Ramshorst,Bosruiterweg,850,52.329591,5.43953
1306,Hellinga-1,Bosruiterweg,950,52.324113,5.41654
1311,Hellinga-2,Bosruiterweg,950,52.326446,5.422474
1829,BP-NW,BP,3000,52.421031,4.774851
1830,BP-M,BP,3000,52.417185,4.776843
1831,BP-ZO,BP,3000,52.412275,4.779624
2169,Evelop/Kenn/Part,Burgervlotbrug,850,52.757044,4.684674
2170,Evelop/Kenn/Part,Burgervlotbrug,850,52.758741,4.686034
2171,Evelop/Kenn/Part,Burgervlotbrug,850,52.76048,4.687435
2172,Evelop/Kenn/Part,Burgervlotbrug,850,52.762222,4.688833
2173,Evelop/Kenn/Part,Burgervlotbrug,850,52.763954,4.690216
2174,Evelop/Kenn/Part,Burgervlotbrug,850,52.765692,4.691617
2175,Evelop/Kenn/Part,Burgervlotbrug,850,52.767424,4.693019
2176,Evelop/Kenn/Part,Burgervlotbrug,850,52.769158,4.694417
2177,Evelop/Kenn/Part,Burgervlotbrug,850,52.770903,4.695812
1736,NUON-1,Culemborg,2000,51.935824,5.192106
1737,NUON-2,Culemborg,2000,51.935174,5.195831
1738,NUON-3,Culemborg,2000,51.934909,5.19987
1671,Windvogel,De Amstelvogel,2000,52.288245,4.941873
2405,Laaksche Vaart,De Beemden,3000,52.8287,4.832024
2406,Laaksche Vaart,De Beemden,3000,51.62229,4.655683
2407,Laaksche Vaart,De Beemden,3000,51.618915,4.656557
2408,Laaksche Vaart,De Beemden,3000,51.6257,4.65480456
2409,Laaksche Vaart,De Beemden,3000,51.629,4.653926779
2568,Laaksche Vaart,De Beemden,2000,51.60890689,4.599332617
2569,Laaksche Vaart,De Beemden,2000,51.61233475,4.599391616
2570,Laaksche Vaart,De Beemden,2000,51.61574935,4.599449863
2571,Laaksche Vaart,De Beemden,2000,51.61915875,4.599501668
2572,Laaksche Vaart,De Beemden,2000,51.62257622,4.599540886
1040,Essent,De Beitel,750,50.847857,5.996822
649,NUON-1,De Bjirmen,500,53.218305,5.510944
650,NUON-2,De Bjirmen,500,53.215706,5.512115
651,NUON-3,De Bjirmen,500,53.213099,5.51329
652,NUON-5,De Bjirmen,500,53.220167,5.513823
653,NUON-4,De Bjirmen,500,53.210503,5.514465
654,NUON-6,De Bjirmen,500,53.217568,5.515002
655,NUON-7,De Bjirmen,500,53.214965,5.516165
656,NUON-8,De Bjirmen,500,53.212363,5.517345
657,NUON-9,De Bjirmen,500,53.219427,5.517882
658,NUON-10,De Bjirmen,500,53.21683,5.519048
659,NUON-11,De Bjirmen,500,53.214222,5.520226
660,NUON-12,De Bjirmen,500,53.211629,5.521397
995,Heeg-Wiek25%,De Harns,750,53.126565,5.578219
1007,NUON,De Horn,800,52.736982,5.030003
1008,NUON,De Horn,800,52.738704,5.030754
1009,NUON,De Horn,800,52.740434,5.031506
1010,NUON,De Horn,800,52.742091,5.032223
1011,NUON,De Horn,800,52.743742,5.032956
1012,NUON,De Horn,800,52.745405,5.033669
1827,Ecowind,De Locht-Briareus,2500,50.847275,6.011512
1828,Ecowind,De Locht-Gyges,2500,50.844965,6.014189
1633,NUON-1,De Mars,2000,52.158779,6.191014
1634,NUON-2,De Mars,2000,52.161659,6.191653
1635,NUON-3,De Mars,2000,52.164518,6.192317
2340,CVW Waterland 1,De Nes,2300,52.433801,5.088321
2341,CVW Waterland 2,De Nes,2300,52.432215,5.086552
7,Windvogel,De Volhouder,75,51.5281,4.255435
1636,Banc-17,Delfzijl-Zuid,2000,53.285,6.9554
1637,Eneco-9,Delfzijl-Zuid,2000,53.2901,6.9558
1638,Eneco,Delfzijl-Zuid,2300,53.295,6.9562
1639,Banc-34,Delfzijl-Zuid,2000,53.2771,6.959
1640,Banc-26,Delfzijl-Zuid,2000,53.2799,6.9594
1641,Banc-18,Delfzijl-Zuid,2000,53.2841,6.96
1642,Eneco-10,Delfzijl-Zuid,2000,53.2892,6.9606
1643,BANC?-2,Delfzijl-Zuid,2300,53.2938,6.9612
1644,Banc-27,Delfzijl-Zuid,2000,53.279,6.9651
1645,Banc-19,Delfzijl-Zuid,2000,53.283,6.966
1646,Eventus-11,Delfzijl-Zuid,2300,53.2879,6.9671
1647,BANC?-3,Delfzijl-Zuid,2300,53.2922,6.9681
1648,Eneco-28,Delfzijl-Zuid,2000,53.278,6.9709
1649,BANC?-20,Delfzijl-Zuid,2300,53.2819,6.9717
1650,Eventus-12,Delfzijl-Zuid,2300,53.2868,6.9728
1651,BANC?-4,Delfzijl-Zuid,2300,53.2909,6.9737
1652,Eneco-29,Delfzijl-Zuid,2000,53.2774,6.975
1653,Eneco-21,Delfzijl-Zuid,2000,53.2811,6.9759
1654,Eventus-13,Delfzijl-Zuid,2300,53.286,6.9771
1655,BANC?-5,Delfzijl-Zuid,2300,53.2899,6.9781
1656,Eneco-30,Delfzijl-Zuid,2000,53.2768,6.9786
1657,Sailwind-22,Delfzijl-Zuid,2300,53.2804,6.9796
1658,Eventus-14,Delfzijl-Zuid,2300,53.2852,6.981
1659,BANC?-6,Delfzijl-Zuid,2300,53.289,6.9821
1660,Sailwind-31,Delfzijl-Zuid,2000,53.2758,6.9851
1661,Sailwind-23,Delfzijl-Zuid,2300,53.2791,6.9863
1662,Eventus-15,Delfzijl-Zuid,2300,53.2839,6.9881
1663,BANC?-7,Delfzijl-Zuid,2300,53.2873,6.9893
1664,Sailwind-32,Delfzijl-Zuid,2000,53.275,6.9896
1665,Sailwind-24,Delfzijl-Zuid,2300,53.2783,6.9911
1666,Eventus-16,Delfzijl-Zuid,2300,53.2829,6.9932
1667,BANC?-8,Delfzijl-Zuid,2300,53.286,6.9947
793,Monkelbaan,Desire,600,53.033352,5.855948
2444,VOF Westerein Wyn,Dijkstra Workum,40,52.96450833,5.439952818
2420,Activabedrijf Wind Nederland BV (RWE Essent),Dintelmond Sabrinapolder,850,51.6592,4.370623577
853,Essent,Dinteloord,600,51.6482,4.351974
854,Essent,Dinteloord,600,51.6496,4.355061
855,Essent,Dinteloord,600,51.651,4.358215
856,Essent,Dinteloord,600,51.652,4.36198
64,Koning,Dodaarsweg,80,52.392428,5.384017
1093,Knook,Dodaarsweg,850,52.391367,5.362223
1099,Meijer,Dodaarsweg,850,52.400766,5.370765
1102,Maljaars,Dodaarsweg,850,52.402065,5.373761
1104,Hoekman,Dodaarsweg,850,52.397085,5.374972
1107,v.d. Brand,Dodaarsweg,850,52.398383,5.377985
1109,Geling-Dodaarsw,Dodaarsweg,850,52.393178,5.379179
1110,v.d. Knijff-Dodaarsw-42,Dodaarsweg,850,52.376553,5.379317
1112,van Elderen,Dodaarsweg,850,52.394487,5.382167
1115,Hoiting,Dodaarsweg,850,52.372874,5.383551
1119,v.d. Knijff-Dodaarsw-34,Dodaarsweg,850,52.385636,5.387674
1122,Geerse,Dodaarsweg,850,52.386927,5.390677
1123,Smink,Dodaarsweg,850,52.403903,5.390788
1124,Bruycker,Dodaarsweg,850,52.382006,5.392007
1125,Jager-Dod-13,Dodaarsweg,850,52.405202,5.393789
1126,Snippe,Dodaarsweg,850,52.383293,5.394993
1127,Trip-2,Dodaarsweg,850,52.400168,5.395115
1129,Maarsingh,Dodaarsweg,850,52.37826,5.396581
1131,Trip-1,Dodaarsweg,850,52.401448,5.398097
1133,Meyer,Dodaarsweg,850,52.379563,5.399597
1135,Veenink,Dodaarsweg,850,52.374614,5.40088
1137,Meinders,Dodaarsweg,850,52.388292,5.40711
1138,Middelkamp,Dodaarsweg,850,52.384612,5.411333
432,Zeeuwind-4,Dreischor,225,51.706431,4.001636
433,Zeeuwind-3,Dreischor,225,51.705296,4.003404
434,Zeeuwind-2,Dreischor,225,51.704108,4.004918
435,Zeeuwind-1,Dreischor,225,51.702836,4.006364
1560,SVDW-1,Dronten-Overijsselsetocht,1800,52.532815,5.590393
1561,SVDW-2,Dronten-Overijsselsetocht,1800,52.533085,5.596881
1562,SVDW-3,Dronten-Overijsselsetocht,1800,52.533356,5.603394
1563,SVDW-4,Dronten-Overijsselsetocht,1800,52.533627,5.609882
1564,SVDW-5,Dronten-Overijsselsetocht,1800,52.533894,5.616389
1565,SVDW-6,Dronten-Overijsselsetocht,1800,52.534165,5.622885
1566,SVDW-7,Dronten-Overijsselsetocht,1800,52.534434,5.629389
67,Costermans,Duikerweg,80,52.36226,5.41459
68,Bakker,Duikerweg,80,52.372592,5.425751
905,Horlings,Duikerweg,660,52.367162,5.409344
1139,Schenk,Duikerweg,850,52.345563,5.412825
1140,Capteyn-II-Grr,Duikerweg,850,52.343653,5.414996
1240,Enthoven,Duikerweg,900,52.345917,5.42035
2133,WEOM,Echteld,2000,51.919532,5.507662
2134,WEOM,Echteld,2000,51.920085,5.51169
2135,WEOM,Echteld,2000,51.920512,5.515805
2136,WEOM,Echteld,2000,51.920571,5.519875
2117,Bakker,Eemshaven,3000,53.4219,6.8738
2118,Bakker,Eemshaven,3000,53.4254,6.871
2119,Bakker,Eemshaven,3000,53.4279,6.8689
2157,WP A7,Eendragt,2000,53.091617,5.442273
2160,WP A7,Eendragt,2000,53.092571,5.437573
2161,WP A7,Eendragt,2000,53.093536,5.432796
2162,WP A7,Eendragt,2000,53.094462,5.428085
2056,Essent,Emmapolder,3000,53.451,6.7892
2057,Essent,Emmapolder,3000,53.4524,6.7851
2058,Essent,Emmapolder,3000,53.4536,6.781
2059,Essent,Emmapolder,3000,53.4547,6.7768
2060,Essent,Emmapolder,3000,53.4559,6.7727
2061,Essent,Emmapolder,3000,53.4567,6.7684
2062,Essent,Emmapolder,3000,53.4576,6.7639
2063,Essent,Emmapolder,3000,53.4584,6.7598
2064,Essent,Emmapolder,3000,53.4592,6.7555
2065,Essent,Emmapolder,3000,53.4597,6.7511
2066,Essent,Emmapolder,3000,53.46,6.7466
2067,Essent,Emmapolder,3000,53.4536,6.7577
2068,Essent,Emmapolder,3000,53.4529,6.7621
2069,Essent,Emmapolder,3000,53.452,6.7664
2070,Essent,Emmapolder,3000,53.4511,6.7706
2071,Essent,Emmapolder,3000,53.4501,6.7748
2072,Essent,Emmapolder,3000,53.449,6.7791
2121,v.Os/ in 't Hout,Emmapolder,3000,53.4557,6.7445
2122,v.Os/ in 't Hout,Emmapolder,3000,53.455,6.749
2123,v.Os/ in 't Hout,Emmapolder,3000,53.4543,6.7537
2137,NUON,Enkhuizen,800,52.684632,5.276534
2138,NUON,Enkhuizen,800,52.685939,5.278778
2139,NUON,Enkhuizen,800,52.687246,5.281044
2140,Hollandia,Enkhuizen,800,52.688551,5.283273
2141,Winvast,Enkhuizen,800,52.689851,5.285514
1364,Knartocht-NW,Eolienne,1000,52.400287,5.507515
1366,Knartocht-,Eolienne,1000,52.398776,5.510238
1367,Knartocht-,Eolienne,1000,52.397272,5.51297
1369,Knartocht-,Eolienne,1000,52.39577,5.515695
1371,Knartocht-,Eolienne,1000,52.394271,5.518414
1373,Knartocht-,Eolienne,1000,52.392766,5.521157
1375,Knartocht-,Eolienne,1000,52.391266,5.523873
1378,Knartocht-,Eolienne,1000,52.389754,5.526604
1379,Knartocht-,Eolienne,1000,52.388254,5.529327
1380,Knartocht-ZO,Eolienne,1000,52.386749,5.532062
1427,Etten Leur-NW,Etten-Leur,1300,51.6221,4.624566
1428,Etten Leur-ZO,Etten-Leur,1300,51.6199,4.62557
1429,Etten Leur-M,Etten-Leur,1300,51.6184,4.628127
1430,Etten Leur-ZO,Etten-Leur,1300,51.617,4.630839
1431,Etten Leur-ZO,Etten-Leur,1300,51.616,4.633807
1706,EWI-1,EWI,2000,52.533464,5.635806
1709,EWI-2,EWI,2000,52.5338,5.641455
1713,EWI-3,EWI,2000,52.534137,5.647112
1716,EWI-4,EWI,2000,52.534479,5.652755
1719,EWI-5,EWI,2000,52.534816,5.658399
1722,EWI-6,EWI,2000,52.535153,5.664047
1725,EWI-7,EWI,2000,52.535489,5.669692
1866,ECN,EWTW,2500,52.817351,5.084067
1867,ECN,EWTW,3600,52.816732,5.096255
1868,ECN,EWTW,2500,52.817043,5.09016
2442,ECN/Siemens Wind Power,EWTW,2300,52.4903,5.0442
2446,Eolica Progetti BV,Folkertsma Workum,40,52.95086802,5.455930757
1468,Futenweg-W,Futenweg,1750,52.393596,5.564953
1470,Futenweg-W,Futenweg,1750,52.395817,5.568752
1471,Futenweg-W,Futenweg,1750,52.398026,5.572552
1472,Futenweg-W,Futenweg,1750,52.400236,5.576358
1473,Futenweg-W,Futenweg,1750,52.40245,5.580155
1477,Futenweg-O,Futenweg,1750,52.404661,5.583962
2445,WO-GA-III-Wind BV,Gaaster Workum,40,52.9462355,5.447800581
2448,VOF Catharina Wynfang,Gaastra Heidenskip,40,52.97353305,5.467592839
453,NUON-1,Geesterambacht,225,52.693153,4.736067
454,NUON-2,Geesterambacht,225,52.693539,4.737647
455,NUON-3,Geesterambacht,225,52.693942,4.739266
1014,Raedthuys,Griete,800,51.354913,3.9047
1015,Raedthuys,Griete,800,51.357006,3.908339
808,Groetpolder,Groetpolder,600,52.786963,4.907403
809,Groetpolder,Groetpolder,600,52.785639,4.909123
810,Groetpolder,Groetpolder,600,52.784315,4.910845
811,Groetpolder,Groetpolder,600,52.78299,4.912567
812,Groetpolder,Groetpolder,600,52.781669,4.914287
814,Groetpolder,Groetpolder,600,52.77772,4.919416
815,Groetpolder,Groetpolder,600,52.77642,4.921106
816,Groetpolder,Groetpolder,600,52.775115,4.922801
817,Groetpolder,Groetpolder,600,52.77382,4.92449
818,Groetpolder,Groetpolder,600,52.772517,4.926178
819,Groetpolder,Groetpolder,600,52.771213,4.927874
820,Groetpolder,Groetpolder,600,52.769911,4.929566
821,Groetpolder,Groetpolder,600,52.768608,4.931253
822,Groetpolder,Groetpolder,600,52.767304,4.93295
823,Groetpolder,Groetpolder,600,52.766007,4.934642
824,Groetpolder,Groetpolder,600,52.764702,4.936332
825,Groetpolder,Groetpolder,600,52.763398,4.938024
826,Groetpolder,Groetpolder,600,52.760593,4.941666
1501,NUON,Groettocht,1650,52.790437,4.936659
1502,NUON,Groettocht,1650,52.787726,4.939812
1503,NUON,Groettocht,1650,52.785028,4.942976
1504,NUON,Groettocht,1650,52.782331,4.946131
1505,NUON,Groettocht,1650,52.779622,4.949292
1506,NUON,Groettocht,1650,52.77692,4.952449
1507,NUON,Groettocht,1650,52.77421,4.955608
2026,Growind,Growind,3000,53.4573,6.8107
2027,Growind,Growind,3000,53.4565,6.8153
2028,Growind,Growind,3000,53.4557,6.8205
2029,Growind,Growind,3000,53.4549,6.8256
2030,Growind,Growind,3000,53.4541,6.8307
2031,Growind,Growind,3000,53.451,6.8408
2032,Growind,Growind,3000,53.4464,6.844
2033,Growind,Growind,3000,53.4492,6.8505
2034,Growind,Growind,3000,53.4467,6.86
2035,Growind,Growind,3000,53.4464,6.8493
2036,Growind,Growind,3000,53.4434,6.8585
2037,Growind,Growind,3000,53.4427,6.8372
2038,Growind,Growind,3000,53.4421,6.8421
2039,Growind,Growind,3000,53.4413,6.847
2040,Growind,Growind,3000,53.4406,6.852
2041,Growind,Growind,3000,53.4393,6.8567
2042,Growind,Growind,3000,53.4376,6.8612
2043,Growind,Growind,3000,53.4484,6.7921
2044,Growind,Growind,3000,53.4481,6.7981
2045,Growind,Growind,3000,53.4551,6.8007
2046,Growind,Growind,3000,53.4479,6.8115
903,a Campo,Gruttoweg,660,52.328531,5.373924
1089,Gruttoweg-West-Geling,Gruttoweg,850,52.356498,5.358868
1092,Gruttoweg-Roskam-v Dongen,Gruttoweg,850,52.3578,5.361868
1094,Gruttoweg-Trip,Gruttoweg,850,52.352796,5.363027
1095,Gruttoweg-Trip,Gruttoweg,850,52.349056,5.367083
1097,Heinsbroek-Grrr,Gruttoweg,850,52.324113,5.370053
1098,Gruttoweg-9-Overbeek,Gruttoweg,850,52.350342,5.370084
1101,Gruttoweg-Wullink-1-34,Gruttoweg,850,52.345357,5.371261
1103,Gruttoweg-v Veelen,Gruttoweg,850,52.34665,5.374263
1105,Gruttoweg-Perdaams,Gruttoweg,850,52.341689,5.375657
1106,Yard-Blauw-1-Grutto,Gruttoweg,850,52.326681,5.376006
1108,Gruttoweg-Vingerhoeds,Gruttoweg,850,52.343003,5.378611
1111,Gruttoweg-Knijff-42,Gruttoweg,850,52.338059,5.380081
1113,Gruttoweg-Bossema,Gruttoweg,850,52.339349,5.383082
1118,Gruttoweg-v. Vuren,Gruttoweg,850,52.331612,5.387418
1120,Gruttoweg-Franssen-bij45,Gruttoweg,850,52.334779,5.388378
1121,Gruttoweg-Maliepaard,Gruttoweg,850,52.332912,5.390426
1130,Gruttoweg-Yard-Rietstap,Gruttoweg,850,52.327425,5.39661
1300,a Campo,Gruttoweg,1000,52.325964,5.367961
1301,Gruttoweg-Veldboom,Gruttoweg,950,52.333485,5.38537
1303,Fokkema-1,Gruttoweg,950,52.339508,5.405239
2024,Gruttoweg-15-Overbeek,Gruttoweg,850,52.355774,5.382497
2025,Gruttoweg-29-Roos,Gruttoweg,850,52.352128,5.386682
750,NUON,H.v.d.Kroonenberg,600,52.587817,5.550973
751,NUON,H.v.d.Kroonenberg,600,52.589124,5.552984
752,NUON,H.v.d.Kroonenberg,600,52.590441,5.554994
753,NUON,H.v.d.Kroonenberg,600,52.591697,5.557083
754,NUON,H.v.d.Kroonenberg,600,52.592841,5.559354
755,NUON,H.v.d.Kroonenberg,600,52.593845,5.561798
756,NUON,H.v.d.Kroonenberg,600,52.594702,5.564403
757,NUON,H.v.d.Kroonenberg,600,52.595404,5.567133
758,NUON,H.v.d.Kroonenberg,600,52.595933,5.569934
759,NUON,H.v.d.Kroonenberg,600,52.596404,5.572784
760,NUON,H.v.d.Kroonenberg,600,52.596864,5.575634
761,NUON,H.v.d.Kroonenberg,600,52.597339,5.578475
762,NUON,H.v.d.Kroonenberg,600,52.597797,5.58133
763,NUON,H.v.d.Kroonenberg,600,52.59828,5.584172
765,NUON,H.v.d.Kroonenberg,600,52.598745,5.58703
766,NUON,H.v.d.Kroonenberg,600,52.599211,5.58989
767,NUON,H.v.d.Kroonenberg,600,52.599676,5.592735
768,NUON,H.v.d.Kroonenberg,600,52.600154,5.595581
769,NUON,H.v.d.Kroonenberg,600,52.600621,5.59843
770,NUON,H.v.d.Kroonenberg,600,52.601086,5.60128
771,NUON,H.v.d.Kroonenberg,600,52.601555,5.604129
772,NUON,H.v.d.Kroonenberg,600,52.602028,5.606981
